Period,CPUAvg,Concept:514,Encounter:318,Context:524,Encounter:311,BaseOpenmrsData:135,Concept:280,Concept:206,Concept:990,ConceptName:213,Concept:1019,Obs:706,BaseOpenmrsData:49,Concept:1096,BaseOpenmrsData:42,Obs:174,Encounter:369,ServiceContext:134,Encounter:362,Format:60,BaseOpenmrsData:100,Concept:191,Daemon:146,BaseOpenmrsData:107,Concept:217,Daemon:269,Obs:630,Obs:566,Concept:593,OpenmrsUtil:495,Concept:1082,ServiceContext:189,Obs:166,Encounter:55,Concept:347,ConceptServiceImpl:308,BaseOpenmrsObject:33,Obs:411,BaseOpenmrsData:92,Context:347,Concept:224,BaseOpenmrsData:114,BaseOpenmrsData:35,Obs:1107,Obs:559,Concept:1375,Encounter:41,ConceptName:378,Obs:551,UserContext:180,Obs:490,Obs:254,Encounter:341,Encounter:265,ConceptServiceImpl:848,Obs:543,Context:354,Concept:238,BaseOpenmrsData:84,Encounter:411,OpenmrsUtil:508,Encounter:104,LocaleUtility:99,Obs:758,Obs:222,Obs:574,Encounter:76,Concept:557,Obs:425,Obs:534,Context:95,Context:163,HibernateContextDAO:146,Obs:740,Concept:1220,Obs:660,Obs:85,Concept:958,Obs:1070,Obs:970,BaseOpenmrsData:149,Concept:177,Obs:1074,BaseOpenmrsObject:64,Obs:979,Concept:795,HibernateAdministrationDAO:63,BaseOpenmrsData:142,ConceptDatatype:54,Concept:252,Obs:527,Encounter:329,Obs:645,Obs:207,Concept:1121,ServiceContext:342,ConceptName:244,Obs:443,Obs:675,ServiceContext:500,Concept:944,BaseOpenmrsData:77,ConceptName:96,BaseOpenmrsMetadata:37,ConceptName:139,BaseOpenmrsData:70,Obs:237,Person:104,Encounter:275,Context:436,Concept:787,UserContext:131,Concept:266,Encounter:90,Context:269,Encounter:97,LocaleUtility:127,Context:262,Concept:1034,Context:147,Concept:972,ConceptName:237,ConceptName:80,Encounter:69,BaseOpenmrsData:63,ConceptName:84,LocaleUtility:40,Encounter:62,Obs:957,ServiceContext:86,Encounter:83,Obs:653,Concept:86,BaseOpenmrsData:121,Obs:181,Patient:55,BaseOpenmrsData:128,Concept:1027,Obs:581,ConceptServiceImpl:858,Encounter:420,ServiceContext:368,ConceptName:220,Obs:1091,Obs:462,Context:582,Concept:584,BaseOpenmrsData:56
From 1528433304 to 1528433333,114.4,9928,77,7759,77,230452,32485,32485,32485,6721,1554,2624,128168,32485,225387,5243,77,104,77,0,4297490,32485,6961,225387,1237,5,2624,2624,4964,9975,32485,59560,2624,231,4964,0,2870633,2624,4259589,59560,32485,117461,120085,2624,619,32485,159,6721,2624,8687,566,2624,77,77,324,619,97,33326,222763,154,3609,77,4964,1237,2624,80,77,9928,2624,2624,102,65000,1,2624,1554,2624,2624,32485,65600,2624,230452,32485,65600,675424,2624,39712,21141,140853,1237,32485,2694,154,2624,2624,32485,918,5734,5248,2624,64998,32485,117461,63518,721,74784,222763,2624,3598,77,3508,39712,6836,32485,77,104,77,4964,918,32485,12756,32485,18148,5734,77,117461,2173,13651,77,2624,65000,308,885,34520,230452,2624,161,117461,1554,2624,566,77,97,5734,2624,2624,7759,29784,225387
From 1528433334 to 1528433363,92.9,6836,36,5341,36,177696,21742,21742,21742,4591,1051,1742,76990,21742,173899,3652,36,48,36,0,3329941,21742,4636,173899,861,5,1742,1742,3418,6711,21742,46464,1742,108,3418,0,2127921,1742,3300219,46464,21742,68485,70227,1742,455,21742,90,4591,1742,5969,340,1742,36,36,178,455,57,20901,172157,72,2905,36,3418,861,1742,56,36,6836,1742,1742,62,50054,1,1742,1051,1742,1742,21742,43550,1742,177696,21742,43550,508352,1742,27344,16382,86757,861,21742,1768,72,1742,1742,21742,535,3973,3484,1742,50052,21742,68485,43582,479,51320,172157,1742,2319,36,2334,27344,4579,21742,36,48,36,3418,535,21742,8652,21742,12452,3973,36,68485,1506,9387,36,1742,50054,144,624,21783,177696,1742,101,68485,1051,1742,340,36,57,3973,1742,1742,5341,20508,173899
From 1528433364 to 1528433393,77.77,4698,30,3751,30,114812,14534,14534,14534,3141,679,1526,67056,14534,112124,2807,30,40,30,0,2190528,14534,3440,112124,661,5,1526,1526,2349,5015,14534,44661,1526,90,2349,0,1502522,1526,2161626,44661,14534,61527,63053,1526,330,14534,78,3141,1526,4199,294,1526,30,30,176,330,51,14534,110598,60,1838,30,2349,661,1526,42,30,4698,1526,1526,56,47416,1,1526,679,1526,1526,14534,38150,1526,114812,14534,38150,359955,1526,18792,15495,78358,661,14534,1424,60,1526,1526,14534,482,2761,3052,1526,47414,14534,61527,29645,355,34976,110598,1526,2032,30,1733,18792,3379,14534,30,40,30,2349,482,14534,6233,14534,8470,2761,30,61527,1009,6548,30,1526,47416,120,489,15217,114812,1526,89,61527,679,1526,294,30,51,2761,1526,1526,3751,14094,112124
From 1528433394 to 1528433423,97.83,6602,46,5154,46,179421,21673,21673,21673,4492,1038,1769,91424,21673,173497,3441,46,60,46,0,3329957,21673,4815,173497,812,5,1769,1769,3301,6723,21673,60559,1769,138,3301,0,3081618,1769,3290819,60559,21673,83599,85368,1769,413,21673,101,4492,1769,5779,366,1769,46,46,208,413,69,21673,171728,92,2732,46,3301,812,1769,46,46,6602,1769,1769,74,64309,1,1769,1038,1769,1769,21673,44225,1769,179421,21673,44225,822522,1769,26408,21044,108672,812,21673,1766,92,1769,1769,21673,592,3866,3538,1769,64307,21673,83599,42658,521,50232,171728,1769,2445,46,2445,26408,4737,21673,46,60,46,3301,592,21673,8637,21673,12188,3866,46,83599,1451,9080,46,1769,64309,184,579,22483,179421,1769,133,83599,1038,1769,366,46,69,3866,1769,1769,5154,19806,173497
From 1528433424 to 1528433453,90.6,5776,61,4355,61,155512,25950,25950,25950,4004,1154,781,85228,25950,151185,1615,61,77,61,0,3010166,25950,4760,151185,382,5,781,781,2888,5217,25950,53650,781,183,2888,0,2285499,781,2975652,53650,25950,79162,79943,781,198,25950,84,4004,781,4990,174,781,61,61,86,198,64,25950,150404,122,2396,61,2888,382,781,20,61,5776,781,781,69,57088,1,781,1154,781,781,25950,19525,781,155512,25950,19525,576928,781,23104,18772,100335,382,25950,830,122,781,781,25950,282,3451,1562,781,57086,25950,79162,38507,543,44888,150404,781,1416,61,2402,23104,4688,25950,61,77,61,2888,282,25950,7772,25950,11002,3451,61,79162,1352,7878,61,781,57088,244,261,26339,155512,781,129,79162,1154,781,174,61,64,3451,781,781,4355,17328,151185
From 1528433454 to 1528433484,75.23,3262,49,2917,49,121485,15526,15526,15526,2170,478,1118,71372,15526,117642,1911,49,55,49,0,2249386,15526,3785,117641,450,5,1118,1118,1631,3642,15526,48431,1118,147,1631,0,1964156,1118,2218100,48431,15526,65957,67075,1118,225,15526,83,2170,1118,3409,204,1118,49,49,102,225,52,15526,116523,98,1971,49,1631,450,1118,24,49,3262,1118,1118,57,51207,1,1118,478,1118,1118,15526,27950,1118,121485,15526,27950,523641,1118,13048,16829,85126,450,15526,960,98,1118,1118,15526,319,2005,2236,1118,51205,15526,65957,20818,415,24608,116523,1118,1663,49,1914,13048,3739,15526,49,55,49,1631,319,15526,5651,15526,5948,2005,49,65957,703,5040,49,1118,51207,196,333,15967,121485,1118,112,65957,478,1118,204,49,52,2005,1118,1118,2917,9786,117641
From 1528433485 to 1528433514,88.53,4808,43,4100,43,161555,19178,19178,19178,3179,704,1461,83074,19178,155527,2776,43,64,43,0,3058629,19178,4677,155527,656,5,1461,1461,2404,5069,19178,69149,1461,129,2404,0,2978717,1461,3013716,69149,19178,76150,77611,1461,340,19178,90,3179,1461,4712,282,1461,43,43,166,340,63,19178,154066,86,2494,43,2404,656,1461,46,43,4808,1461,1461,68,72841,1,1461,704,1461,1461,19178,36525,1461,161555,19178,36525,818150,1461,19232,23897,104244,656,19178,1410,86,1461,1461,19178,464,2868,2922,1461,72839,19178,76150,30051,559,35408,154066,1461,2069,43,2361,19232,4640,19178,43,64,43,2404,464,19178,7481,19178,8586,2868,43,76150,1044,7116,43,1461,72841,172,456,19865,161555,1461,149,76150,704,1461,282,43,63,2868,1461,1461,4100,14424,155527
From 1528433515 to 1528433544,86.3,5432,38,4565,38,148143,19373,19373,19373,3574,727,1598,77320,19373,144044,3547,38,40,38,0,2849556,19373,4461,144044,835,5,1598,1598,2716,5562,19373,51120,1598,114,2716,0,2165197,1598,2816638,51120,19373,70746,72344,1598,427,19373,88,3574,1598,5160,360,1598,38,38,174,427,57,19373,142446,76,2260,38,2716,835,1598,42,38,5432,1598,1598,62,54644,1,1598,727,1598,1598,19373,39950,1598,148143,19373,39950,552027,1598,21728,17878,90915,835,19373,1748,76,1598,1598,19373,550,3216,3196,1598,54642,19373,70746,33922,485,40224,142446,1598,2168,38,2261,21728,4395,19373,38,40,38,2716,550,19373,7764,19373,9692,3216,38,70746,1154,7876,38,1598,54644,152,621,20207,148143,1598,102,70746,727,1598,360,38,57,3216,1598,1598,4565,16296,144044
From 1528433545 to 1528433574,88.33,6546,50,5197,50,152272,18300,18300,18300,4385,942,2114,92234,18300,149212,3897,50,82,50,0,2769845,18300,4676,149212,918,5,2114,2114,3273,6949,18300,38836,2114,150,3274,0,1794624,2114,2745175,38836,18300,84384,86498,2114,471,18300,114,4385,2114,5813,391,2114,50,50,218,471,69,18300,147098,100,2552,50,3273,918,2114,56,50,6546,2114,2114,74,42438,1,2114,942,2114,2114,18300,52850,2114,152272,18300,52850,410597,2114,26185,13784,99356,918,18300,1942,100,2114,2114,18300,624,3766,4228,2114,42436,18300,84384,41447,454,48944,147098,2114,2820,50,2350,26185,4589,18300,50,82,50,3273,624,18300,8564,18300,11842,3766,50,84384,1413,9086,50,2114,42438,200,669,19328,152272,2114,112,84384,942,2114,391,50,69,3766,2114,2114,5197,19638,149212
From 1528433575 to 1528433604,98.47,5966,66,5135,66,171331,18221,18221,18221,3887,775,1828,91622,18221,166967,3950,66,78,66,0,3356437,18221,5278,166967,935,5,1828,1828,2983,6177,18221,58326,1828,198,2982,8,2331194,1828,3318891,58326,18221,84239,86067,1828,482,18221,123,3887,1828,5836,411,1828,66,66,228,482,70,18221,165139,132,2538,66,2983,935,1828,72,66,5966,1828,1828,75,62637,1,1828,783,1828,1828,18221,45700,1828,171331,18221,45700,582203,1828,23863,20418,106918,935,18221,2014,132,1828,1828,18221,670,3289,3656,1828,62635,18221,84239,36470,635,43096,165139,1828,2500,66,2645,23863,5227,18221,66,78,66,2983,670,18221,8927,18221,10420,3289,66,84239,1265,8819,66,1828,62637,264,636,19019,171331,1828,140,84239,775,1828,411,66,70,3289,1828,1828,5135,17898,166967
From 1528433605 to 1528433634,80.17,4544,42,3715,42,135387,15626,15626,15626,3092,708,1112,70341,15626,130638,2379,42,54,42,0,2585794,15626,3880,130638,561,5,1112,1112,2272,4540,15626,49300,1112,126,2272,0,2442805,1112,2553917,49300,15626,64851,65963,1112,295,15626,76,3092,1112,4224,224,1112,42,42,122,295,49,15626,129526,84,1987,42,2272,561,1112,38,42,4544,1112,1112,54,52283,1,1112,708,1112,1112,15626,27800,1112,135387,15626,27800,663110,1112,18176,17145,85205,561,15626,1160,84,1112,1112,15626,359,2596,2224,1112,52281,15626,64851,29260,453,34408,129526,1112,1638,42,1966,18176,3852,15626,42,54,42,2272,359,15626,6514,15626,8360,2596,42,64851,1003,6496,42,1112,52283,168,405,16199,135387,1112,110,64851,708,1112,224,42,49,2596,1112,1112,3715,13632,130638
From 1528433635 to 1528433664,94.5,4100,32,3505,32,140276,16755,16755,16755,2703,620,1111,82096,16755,133546,2251,32,52,32,0,2630988,16755,4373,133545,532,5,1111,1111,2050,4249,16755,84519,1111,96,2050,0,3278405,1111,2575781,84519,16755,76255,77366,1111,278,16755,65,2703,1111,4061,232,1111,32,32,130,278,60,16755,132434,64,2251,32,2050,532,1111,30,32,4100,1111,1111,65,87855,1,1111,620,1111,1111,16755,27775,1111,140276,16755,27775,938951,1111,16400,28942,110243,532,16755,1150,64,1111,1111,16755,376,2359,2222,1111,87853,16755,76255,25690,491,30264,132434,1111,1729,32,2214,16400,4363,16755,32,52,32,2050,376,16755,6693,16755,7340,2359,32,76255,898,6111,32,1111,87855,128,369,17297,140276,1111,158,76255,620,1111,232,32,60,2359,1111,1111,3505,12300,133545
From 1528433665 to 1528433695,92.13,9154,49,6802,49,195153,29949,29949,29949,6219,1560,1896,99030,29949,191186,4066,49,64,49,0,3670844,29949,5606,191186,960,5,1896,1896,4577,8613,29949,47921,1896,147,4577,0,2357227,1896,3640368,47921,29949,90373,92269,1896,497,29949,107,6219,1896,7558,412,1896,49,49,222,497,77,29949,189290,98,2998,49,4577,960,1896,62,49,9154,1896,1896,82,52223,1,1896,1560,1896,1896,29949,47400,1896,195153,29949,47400,543200,1896,36616,17029,109073,960,29949,2040,98,1896,1896,29949,659,5213,3792,1896,52221,29949,90373,58996,579,69256,189290,1896,2630,49,2835,36616,5476,29949,49,64,49,4577,659,29949,10808,29949,16856,5213,49,90373,2057,12135,49,1896,52223,196,678,30913,195153,1896,113,90373,1560,1896,412,49,77,5213,1896,1896,6802,27462,191186
From 1528433696 to 1528433725,65.2,3242,31,2526,31,89229,16596,16596,16596,2192,553,804,55606,16596,87098,1414,31,48,31,0,1722331,16596,2634,87098,336,5,804,804,1621,3266,16596,23455,804,93,1621,0,1188382,804,1707342,23455,16596,51653,52457,804,179,16596,55,2192,804,2867,152,804,31,31,84,179,41,16596,86294,62,1429,31,1621,336,804,22,31,3242,804,804,46,25396,1,804,553,804,804,16596,20100,804,89229,16596,20100,289128,804,12968,8272,61024,336,16596,746,62,804,804,16596,250,1927,1608,804,25394,16596,51653,21049,290,24664,86294,804,1192,31,1342,12968,2554,16596,31,48,31,1621,250,16596,4424,16596,6014,1927,31,51653,732,4488,31,804,25396,124,210,16942,89229,804,67,51653,553,804,152,31,41,1927,804,804,2526,9726,87098
From 1528433726 to 1528433755,95.9,6128,52,5051,52,163564,20475,20475,20475,4040,898,2074,87963,20475,157960,3607,52,72,52,0,3055257,20475,5071,157960,850,5,2074,2074,3064,6552,20475,70431,2074,156,3064,0,2895746,2074,3009657,70431,20475,79896,81970,2074,418,20475,116,4040,2074,5721,398,2074,52,52,228,418,64,20475,155886,104,2697,52,3064,850,2074,52,52,6128,2074,2074,69,74483,1,2074,898,2074,2074,20475,51850,2074,163564,20475,51850,777807,2074,24512,24424,107898,850,20475,1860,104,2074,2074,20475,643,3396,4148,2074,74481,20475,79896,38241,556,45112,155886,2074,2748,52,2543,24512,5060,20475,52,72,52,3064,643,20475,8707,20475,10926,3396,52,79896,1316,8785,52,2074,74483,208,621,21309,163564,2074,153,79896,898,2074,398,52,64,3396,2074,2074,5051,18384,157960
From 1528433756 to 1528433785,79.33,4732,45,3791,45,132558,17893,17893,17893,3252,821,1040,86882,17893,125858,2055,45,60,45,0,2495193,17893,4442,125858,483,5,1040,1040,2366,4748,17893,79675,1040,135,2366,0,3254224,1040,2443199,79675,17893,81199,82239,1040,241,17893,76,3252,1040,4353,212,1040,45,45,114,241,64,17893,124818,90,2231,45,2366,483,1040,26,45,4732,1040,1040,69,83015,1,1040,821,1040,1040,17893,26000,1040,132558,17893,26000,926682,1040,18928,27326,113524,483,17893,1020,90,1040,1040,17893,341,2769,2080,1040,83013,17893,81199,31234,519,36728,124818,1040,1682,45,2258,18928,4407,17893,45,60,45,2366,341,17893,7032,17893,8924,2769,45,81199,1062,6719,45,1040,83015,180,369,18384,132558,1040,158,81199,821,1040,212,45,64,2769,1040,1040,3791,14196,125858
From 1528433786 to 1528433815,77.5,4276,28,3548,28,121654,12185,12185,12185,2842,601,1299,62246,12185,117522,2649,28,40,28,0,2245725,12185,3542,117522,625,5,1299,1299,2138,4459,12185,47844,1299,84,2138,0,2127242,1299,2214750,47844,12185,56751,58050,1299,311,12185,67,2842,1299,4015,294,1299,28,28,178,311,47,12185,116223,56,1899,28,2138,625,1299,36,28,4276,1299,1299,52,50718,1,1299,601,1299,1299,12185,32475,1299,121654,12185,32475,572999,1299,17104,16600,76072,625,12185,1388,56,1299,1299,12185,482,2345,2598,1299,50716,12185,56751,26684,398,31528,116223,1299,1762,28,1789,17104,3501,12185,28,40,28,2138,482,12185,6098,12185,7624,2345,28,56751,912,6153,28,1299,50718,112,447,12812,121654,1299,98,56751,601,1299,294,28,47,2345,1299,1299,3548,12828,117522
From 1528433816 to 1528433845,84.2,4160,56,3679,56,148383,16649,16649,16649,2747,593,1113,85859,16649,143999,2561,56,81,56,0,2765355,16649,4518,143999,601,5,1113,1113,2080,4280,16649,53143,1113,168,2080,0,2257393,1113,2731093,53143,16649,79332,80445,1113,293,16649,90,2747,1113,4268,262,1113,56,56,178,293,62,16820,142886,112,2441,56,2080,601,1113,40,56,4160,1113,1113,67,56598,1,1113,593,1113,1113,16649,27825,1113,148383,16649,27825,590212,1113,16640,18530,100456,601,16649,1288,112,1113,1113,16649,454,2492,2226,1113,56596,16649,79332,25998,500,30736,142886,1113,1769,56,2275,16640,4477,16649,56,81,56,2080,454,16649,6944,16649,7428,2492,56,79332,886,6348,56,1113,56598,224,471,17421,148383,1113,132,79332,593,1113,262,56,62,2492,1113,1113,3679,12480,143999
From 1528433846 to 1528433875,102.5,4872,76,4078,76,173530,17017,17017,17017,3316,789,1067,92708,17017,168452,2413,76,87,76,0,3272608,17017,4823,168452,567,5,1067,1067,2436,4842,17017,65762,1067,228,2436,0,2678898,1067,3230021,65762,17017,85273,86340,1067,291,17017,108,3316,1067,4706,228,1067,76,76,128,291,68,16846,167385,152,2845,76,2436,567,1067,34,76,4872,1067,1067,73,69337,1,1067,789,1067,1067,17017,26675,1067,173530,17017,26675,704758,1067,19488,22784,111243,567,17017,1166,152,1067,1067,17017,370,2988,2134,1067,69335,17017,85273,31570,560,37168,167385,1067,1745,76,2425,19488,4778,17017,76,87,76,2436,370,17017,7567,17017,9020,2988,76,85273,1080,7142,76,1067,69337,304,435,17479,173530,1067,160,85273,789,1067,228,76,68,2988,1067,1067,4078,14616,168452
From 1528433876 to 1528433906,77.1,3518,45,3039,45,131925,13244,13244,13244,2329,503,745,72433,13244,128287,2072,45,60,45,0,2521430,13244,3598,128287,491,5,745,745,1759,3428,13244,40018,745,135,1759,0,1944873,745,2495643,40018,13244,67248,67993,745,262,13244,69,2329,745,3503,208,745,45,45,116,262,52,13244,127542,90,1999,45,1759,491,745,34,45,3518,745,745,57,42728,1,745,503,745,745,13244,18625,745,131925,13244,18625,506288,745,14072,13969,83447,491,13244,1056,90,745,745,13244,335,2022,1490,745,42726,13244,67248,22120,400,26088,127542,745,1304,45,1822,14072,3543,13244,45,60,45,1759,335,13244,5643,13244,6320,2022,45,67248,765,5262,45,745,42728,180,324,13716,131925,745,99,67248,503,745,208,45,52,2022,745,745,3039,10554,128287
From 1528433907 to 1528433936,99.17,3658,64,3494,64,171436,12160,12160,12160,2434,481,1097,84961,12160,165904,2401,64,88,64,0,3262448,12160,4763,165904,569,5,1097,1097,1829,3939,12160,67794,1097,192,1829,0,2791661,1097,3218487,67794,12160,78022,79119,1097,298,12160,98,2434,1097,4121,260,1097,64,64,142,298,59,12160,164807,128,2624,64,1829,569,1097,32,64,3658,1097,1097,64,71515,1,1097,481,1097,1097,12160,27425,1097,171436,12160,27425,759058,1097,14632,23480,105148,569,12160,1258,128,1097,1097,12160,412,2137,2194,1097,71513,12160,78022,22939,597,27136,164807,1097,1698,64,2395,14632,4759,12160,64,88,64,1829,412,12160,6932,12160,6554,2137,64,78022,779,5950,64,1097,71515,256,375,12722,171436,1097,163,78022,481,1097,260,64,59,2137,1097,1097,3494,10974,165904
From 1528433937 to 1528433966,102.17,7730,50,6164,50,174746,21924,21924,21924,5156,1089,2202,102102,21924,167984,4741,50,56,50,0,3300533,21924,5505,167984,1116,5,2202,2202,3865,7895,21924,80447,2202,150,3865,0,3438857,2202,3248340,80447,21924,94031,96233,2202,571,21924,118,5156,2202,6877,460,2202,50,50,260,571,79,21924,165782,100,2752,50,3865,1116,2202,76,50,7730,2202,2202,84,84836,1,2202,1089,2202,2202,21924,55050,2202,174746,21924,55050,933094,2202,30920,27783,126422,1116,21924,2322,100,2202,2202,21924,738,4275,4404,2202,84834,21924,94031,48545,594,57360,165782,2202,2971,50,2786,30920,5436,21924,50,56,50,3865,738,21924,10153,21924,13870,4275,50,94031,1660,10742,50,2202,84836,200,831,22998,174746,2202,159,94031,1089,2202,460,50,79,4275,2202,2202,6164,23190,167984
From 1528433967 to 1528433996,65.03,3162,13,2587,13,86007,12047,12047,12047,2092,441,865,44863,12047,82852,1986,13,16,13,0,1610610,12047,2525,82852,467,5,865,865,1581,3203,12047,39367,865,39,1581,1,1572098,865,1585022,39367,12047,41036,41901,865,230,12047,40,2092,865,2914,210,865,13,13,132,230,35,12047,81987,26,1364,13,1581,467,865,28,13,3162,865,865,40,41400,1,865,442,865,865,12047,21625,865,86007,12047,21625,425461,865,12648,13574,56775,467,12047,1012,26,865,865,12047,354,1839,1730,865,41398,12047,41036,19915,266,23552,81987,865,1220,13,1277,12648,2493,12047,13,16,13,1581,354,12047,4411,12047,5690,1839,13,41036,672,4495,13,865,41400,52,354,12483,86007,865,69,41036,441,865,210,13,35,1839,865,865,2587,9486,82852
From 1528433997 to 1528434026,92.9,9116,47,6972,47,184771,32414,32414,32414,6117,1372,2933,103205,32414,181502,4983,47,56,47,0,3420935,32414,5600,181502,1182,5,2933,2933,4558,9569,32414,38909,2933,141,4558,0,1960092,2933,3396477,38909,32414,93610,96543,2933,632,32414,137,6117,2933,7726,516,2933,47,47,272,632,82,32414,178569,94,2964,47,4558,1182,2933,74,47,9116,2933,2933,86,43234,1,2933,1372,2933,2933,32414,73325,2933,184771,32414,73325,419511,2933,36464,14011,108590,1182,32414,2568,94,2933,2933,32414,815,5166,5866,2933,43232,32414,93610,57743,522,67912,178569,2933,3719,47,2836,36464,5441,32414,47,56,47,4558,815,32414,10976,32414,16498,5166,47,93610,2004,12284,47,2933,43234,188,765,33662,184771,2933,95,93610,1372,2933,516,47,82,5166,2933,2933,6972,27348,181502
From 1528434027 to 1528434056,98.5,6786,60,5731,60,184494,20753,20753,20753,4433,846,2300,99586,20753,179035,4852,60,82,60,0,3528608,20753,5351,179035,1142,5,2300,2300,3393,7222,20753,66091,2300,180,3393,0,2821398,2300,3485905,66091,20753,91123,93423,2300,559,20753,134,4433,2300,6429,530,2300,60,60,302,559,71,20753,176735,120,2806,60,3393,1142,2300,68,60,6786,2300,2300,77,70575,1,2300,846,2300,2300,20753,57500,2300,184494,20753,57500,727843,2300,27144,22992,117477,1142,20753,2480,120,2300,2300,20753,849,3824,4600,2300,70573,20753,91123,41615,611,49384,176735,2300,2993,60,2699,27144,5306,20753,60,82,60,3393,849,20753,9596,20753,11890,3824,60,91123,1405,9822,60,2300,70575,240,852,21820,184494,2300,155,91123,846,2300,530,60,71,3824,2300,2300,5731,20358,179035
From 1528434057 to 1528434086,56.67,1566,27,1602,27,60884,6146,6146,6146,964,117,695,40171,6146,59154,1564,27,28,27,0,1160103,6146,2066,59154,367,5,695,695,783,1863,6146,20976,695,81,783,0,872253,695,1146630,20976,6146,37165,37860,695,182,6146,48,964,695,1869,154,695,27,27,90,182,31,6146,58459,54,1056,27,783,367,695,24,27,1566,695,695,36,22578,1,695,117,695,695,6146,17375,695,60884,6146,17375,224531,695,6264,7351,45439,367,6146,762,54,695,695,6146,249,942,1390,695,22576,6146,37165,9219,224,11128,58459,695,1027,27,1041,6264,2023,6146,27,28,27,783,249,6146,3091,6146,2634,942,27,37165,299,2652,27,695,22578,108,288,6517,60884,695,51,37165,117,695,154,27,31,942,695,695,1602,4698,59154
From 1528434087 to 1528434117,106.33,7294,44,5636,44,188515,27424,27424,27424,4997,1254,1566,104585,27424,180764,3216,44,52,44,0,3479723,27424,5748,180764,758,5,1566,1566,3647,7130,27424,95788,1566,132,3647,1,3948143,1566,3417362,95788,27424,96572,98138,1566,379,27424,92,4997,1566,6381,340,1566,44,44,180,379,82,27424,179198,88,3011,44,3647,758,1566,50,44,7294,1566,1566,86,100130,1,1566,1255,1566,1566,27424,39150,1566,188515,27424,39150,1093250,1566,29176,32955,135026,758,27424,1618,88,1566,1566,27424,545,4314,3132,1566,100128,27424,96572,47726,616,55936,179198,1566,2375,44,2912,29176,5682,27424,44,52,44,3647,545,27424,9803,27424,13636,4314,44,96572,1634,10028,44,1566,100130,176,552,28182,188515,1566,171,96572,1254,1566,340,44,82,4314,1566,1566,5636,21882,180764
From 1528434118 to 1528434147,91.4,5256,67,4780,67,176466,19467,19467,19467,3345,599,1764,104376,19467,171408,4034,67,100,67,0,3354135,19467,5441,171408,950,5,1764,1764,2628,5607,19467,59022,1764,201,2628,0,2656320,1764,3316198,59022,19467,96736,98500,1764,480,19467,124,3345,1764,5491,408,1764,67,67,252,480,74,19467,169644,134,2688,67,2628,950,1764,64,67,5256,1764,1764,80,63285,1,1764,599,1764,1764,19467,44100,1764,176466,19467,44100,690851,1764,21024,20653,120294,950,19467,2028,134,1764,1764,19467,676,3128,3528,1764,63283,19467,96736,31738,592,37784,169644,1764,2525,67,2741,21024,5389,19467,67,100,67,2628,676,19467,8710,19467,9068,3128,67,96736,1079,8119,67,1764,63285,268,702,20403,176466,1764,158,96736,599,1764,408,67,74,3128,1764,1764,4780,15768,171408
From 1528434148 to 1528434177,71.67,4544,32,3567,32,92254,13373,13373,13373,3016,631,1395,56975,13373,89047,2762,32,44,32,0,1742810,13373,2987,89046,655,5,1395,1395,2272,4705,13373,40210,1395,96,2272,0,1660595,1395,1716777,40210,13373,52394,53789,1395,355,13373,76,3016,1395,3954,276,1395,32,32,136,355,43,13373,87651,64,1487,32,2272,655,1395,40,32,4544,1395,1395,48,42613,1,1395,631,1395,1395,13373,34875,1395,92253,13373,34875,435059,1395,18176,13929,68367,655,13373,1398,64,1395,1395,13373,423,2462,2790,1395,42611,13373,52394,28434,327,33552,87651,1395,1800,32,1504,18176,2945,13373,32,44,32,2272,423,13373,5726,13373,8124,2462,32,52394,986,6226,32,1395,42613,128,426,14004,92254,1395,90,52394,631,1395,276,32,43,2462,1395,1395,3567,13632,89046
